Year,Vehicle_ID,Route_Type,Weather,Distance_Travelled_km,Vehicle_Age_km,Efficiency_kWh_per_km,Energy_Consumption_kWh,Charging_Cost_USD,Maintenance_Cost_USD,Operational_Cost_USD
2023-07-30,EV001,highway,hot,1901.03,263722.2100000001,0.3027,633.08,158.27,0,158.27
2023-08-06,EV001,urban,hot,378.12,264100.3300000001,0.3028,125.95,37.78,0,37.78
2023-08-13,EV001,rural,hot,1086.5,265186.8300000001,0.303,362.18,90.55,0,90.55
2023-08-20,EV001,highway,hot,907.63,266094.4600000001,0.3032,302.73,75.68,0,75.68
2023-08-27,EV001,urban,hot,406.36,266500.82000000007,0.3033,135.57,33.89,0,33.89
2023-09-03,EV001,highway,mild,1932.19,268433.01000000007,0.3037,586.78,176.03,0,176.03
2023-09-10,EV001,urban,mild,393.71,268826.7200000001,0.3038,119.6,35.88,0,35.88
2023-09-17,EV001,highway,mild,1423.41,270250.13000000006,0.3041,432.79,51.93,200,251.93
2023-09-24,EV001,highway,mild,1351.55,271601.68000000005,0.3043,411.3,102.83,0,102.83
2023-10-01,EV001,urban,mild,599.08,272200.76000000007,0.3044,182.38,45.59,0,45.59
2023-10-08,EV001,highway,mild,1187.76,273388.5200000001,0.3047,361.88,108.56,0,108.56
2023-10-15,EV001,urban,mild,221.73,273610.25000000006,0.3047,67.57,16.89,0,16.89
2023-10-22,EV001,urban,mild,562.89,274173.1400000001,0.3048,171.59,20.59,0,20.59
2023-10-29,EV001,rural,mild,1052.67,275225.81000000006,0.305,321.11,38.53,0,38.53
2023-11-05,EV001,urban,mild,661.71,275887.5200000001,0.3052,201.94,24.23,0,24.23
2023-11-12,EV001,highway,mild,1061.62,276949.1400000001,0.3054,324.21,38.91,0,38.91
2023-11-19,EV001,urban,mild,406.47,277355.61000000004,0.3055,124.16,14.9,0,14.9
2023-11-26,EV001,rural,mild,663.8,278019.41000000003,0.3056,202.86,50.72,0,50.72
2023-12-03,EV001,rural,cold,992.17,279011.58,0.3058,348.92,41.87,0,41.87
2023-12-10,EV001,rural,cold,641.18,279652.76,0.3059,225.58,27.07,0,27.07
2023-12-17,EV001,highway,cold,857.05,280509.81,0.3061,301.7,90.51,0,90.51
2023-12-24,EV001,rural,cold,1145.93,281655.74,0.3063,403.69,100.92,0,100.92
2023-12-31,EV001,rural,cold,813.13,282468.87,0.3065,286.6,34.39,0,34.39
2018-01-07,EV002,urban,cold,517.08,517.08,0.2501,148.72,44.62,2700,2744.62
2018-01-14,EV002,rural,cold,885.42,1402.5,0.2503,254.84,63.71,0,63.71
2018-01-21,EV002,rural,cold,574.69,1977.19,0.2504,165.48,19.86,0,19.86
2018-01-28,EV002,urban,cold,347.69,2324.88,0.2505,100.15,25.04,0,25.04
2018-02-04,EV002,rural,cold,551.79,2876.67,0.2506,159.0,47.7,0,47.7
2018-02-11,EV002,rural,cold,502.43,3379.1,0.2507,144.84,17.38,0,17.38
2018-02-18,EV002,rural,cold,840.26,4219.36,0.2508,242.39,29.09,0,29.09
2018-02-25,EV002,rural,cold,1147.59,5366.95,0.2511,331.35,39.76,0,39.76
2018-03-04,EV002,urban,mild,320.61,5687.5599999999995,0.2511,80.52,20.13,0,20.13
2018-03-11,EV002,highway,mild,917.16,6604.719999999999,0.2513,230.5,69.15,0,69.15
2018-03-18,EV002,highway,mild,840.2,7444.919999999999,0.2515,211.3,25.36,0,25.36
2018-03-25,EV002,rural,mild,982.72,8427.64,0.2517,247.34,74.2,0,74.2
2018-04-01,EV002,rural,mild,690.77,9118.41,0.2518,173.95,52.18,0,52.18
2018-04-08,EV002,rural,mild,870.59,9989.0,0.252,219.39,54.85,0,54.85
2018-04-15,EV002,highway,mild,1115.42,11104.42,0.2522,281.33,33.76,0,33.76
2018-04-22,EV002,urban,mild,587.48,11691.9,0.2523,148.24,37.06,0,37.06
2018-04-29,EV002,urban,mild,441.33,12133.23,0.2524,111.4,33.42,0,33.42
2018-05-06,EV002,highway,mild,1196.28,13329.51,0.2527,302.26,90.68,0,90.68
2018-05-13,EV002,highway,mild,959.5,14289.01,0.2529,242.62,29.11,0,29.11
2018-05-20,EV002,rural,mild,1041.33,15330.34,0.2531,263.53,31.62,0,31.62
2018-05-27,EV002,urban,mild,666.68,15997.02,0.2532,168.8,50.64,0,50.64
2018-06-03,EV002,highway,hot,1078.65,17075.670000000002,0.2534,300.68,90.2,0,90.2
2018-06-10,EV002,highway,hot,1957.44,19033.11,0.2538,546.49,65.58,0,65.58
2018-06-17,EV002,highway,hot,1047.29,20080.4,0.254,292.63,73.16,0,73.16
2018-06-24,EV002,rural,hot,1135.71,21216.11,0.2542,317.62,38.11,0,38.11
2018-07-01,EV002,urban,hot,334.23,21550.34,0.2543,93.5,11.22,0,11.22
2018-07-08,EV002,highway,hot,1079.81,22630.15,0.2545,302.32,36.28,0,36.28
2018-07-15,EV002,rural,hot,802.71,23432.86,0.2547,224.88,67.46,0,67.46
2018-07-22,EV002,highway,hot,1813.3,25246.16,0.255,508.73,127.18,0,127.18
2018-07-29,EV002,urban,hot,293.76,25539.92,0.2551,82.43,20.61,0,20.61
2018-08-05,EV002,urban,hot,437.98,25977.899999999998,0.2552,122.95,30.74,0,30.74
2018-08-12,EV002,urban,hot,296.6,26274.499999999996,0.2553,83.28,24.98,0,24.98
2018-08-19,EV002,urban,hot,597.47,26871.969999999998,0.2554,167.84,41.96,0,41.96
2018-08-26,EV002,highway,hot,1028.65,27900.62,0.2556,289.19,86.76,0,86.76
2018-09-02,EV002,rural,mild,884.2,28784.82,0.2558,226.14,27.14,0,27.14
2018-09-09,EV002,urban,mild,697.12,29481.94,0.2559,178.39,44.6,0,44.6
2018-09-16,EV002,rural,mild,921.93,30403.87,0.2561,236.09,28.33,200,228.33
2018-09-23,EV002,rural,mild,979.98,31383.85,0.2563,251.15,62.79,0,62.79
2018-09-30,EV002,highway,mild,1541.4,32925.25,0.2566,395.5,118.65,0,118.65
2018-10-07,EV002,highway,mild,1225.78,34151.03,0.2568,314.82,78.7,0,78.7
2018-10-14,EV002,urban,mild,573.41,34724.44,0.2569,147.33,36.83,0,36.83
2018-10-21,EV002,urban,mild,463.38,35187.82,0.257,119.11,29.78,0,29.78
2018-10-28,EV002,urban,mild,421.74,35609.56,0.2571,108.44,27.11,0,27.11
2018-11-04,EV002,urban,mild,557.88,36167.439999999995,0.2572,143.51,35.88,0,35.88
2018-11-11,EV002,urban,mild,560.46,36727.899999999994,0.2573,144.23,36.06,0,36.06
2018-11-18,EV002,highway,mild,1722.32,38450.219999999994,0.2577,443.82,133.15,0,133.15
2018-11-25,EV002,rural,mild,1184.14,39634.35999999999,0.2579,305.42,36.65,0,36.65
2018-12-02,EV002,highway,cold,1971.3,41605.659999999996,0.2583,585.61,70.27,0,70.27
2018-12-09,EV002,rural,cold,1045.43,42651.09,0.2585,310.82,93.25,0,93.25
2018-12-16,EV002,urban,cold,394.79,43045.88,0.2586,117.41,29.35,0,29.35
2018-12-23,EV002,rural,cold,1178.23,44224.11,0.2588,350.73,105.22,0,105.22
2018-12-30,EV002,highway,cold,1126.99,45351.1,0.2591,335.76,100.73,0,100.73
2019-01-06,EV002,highway,cold,1834.24,47185.34,0.2594,547.25,136.81,0,136.81
2019-01-13,EV002,rural,cold,1018.13,48203.469999999994,0.2596,304.0,91.2,0,91.2
2019-01-20,EV002,rural,cold,760.6,48964.06999999999,0.2598,227.24,68.17,0,68.17
2019-01-27,EV002,highway,cold,1720.16,50684.229999999996,0.2601,514.6,128.65,500,628.65
2019-02-03,EV002,urban,cold,679.88,51364.10999999999,0.2603,203.5,50.88,0,50.88
2019-02-10,EV002,highway,cold,1282.04,52646.149999999994,0.2605,384.11,115.23,0,115.23
2019-02-17,EV002,urban,cold,334.99,52981.13999999999,0.2606,100.39,30.12,0,30.12
2019-02-24,EV002,highway,cold,1624.45,54605.58999999999,0.2609,487.43,58.49,0,58.49
2019-03-03,EV002,urban,mild,609.11,55214.69999999999,0.261,159.0,39.75,0,39.75
2019-03-10,EV002,highway,mild,1408.53,56623.22999999999,0.2613,368.08,44.17,0,44.17
2019-03-17,EV002,rural,mild,673.74,57296.96999999999,0.2615,176.16,52.85,0,52.85
2019-03-24,EV002,highway,mild,1148.94,58445.90999999999,0.2617,300.67,90.2,0,90.2
2019-03-31,EV002,highway,mild,930.03,59375.93999999999,0.2619,243.55,60.89,0,60.89
2019-04-07,EV002,urban,mild,222.28,59598.21999999999,0.2619,58.22,17.47,0,17.47
2019-04-14,EV002,rural,mild,1107.04,60705.25999999999,0.2621,290.2,87.06,200,287.06
2019-04-21,EV002,rural,mild,619.93,61325.18999999999,0.2623,162.59,48.78,0,48.78
2019-04-28,EV002,rural,mild,762.66,62087.84999999999,0.2624,200.14,50.03,0,50.03
2019-05-05,EV002,urban,mild,459.01,62546.85999999999,0.2625,120.49,14.46,0,14.46
2019-05-12,EV002,rural,mild,740.2,63287.05999999999,0.2627,194.42,48.6,0,48.6
2019-05-19,EV002,highway,mild,1230.58,64517.63999999999,0.2629,323.52,38.82,0,38.82
2019-05-26,EV002,highway,mild,995.2,65512.83999999999,0.2631,261.84,65.46,0,65.46
2019-06-02,EV002,rural,hot,612.66,66125.49999999999,0.2632,177.39,53.22,0,53.22
2019-06-09,EV002,highway,hot,1202.74,67328.23999999999,0.2635,348.57,41.83,0,41.83
2019-06-16,EV002,urban,hot,641.94,67970.18,0.2636,186.13,22.34,0,22.34
2019-06-23,EV002,rural,hot,651.38,68621.56,0.2637,188.96,56.69,0,56.69
2019-06-30,EV002,rural,hot,1169.19,69790.75,0.264,339.48,101.84,0,101.84
2019-07-07,EV002,urban,hot,330.99,70121.74,0.264,96.13,24.03,0,24.03
2019-07-14,EV002,rural,hot,1021.21,71142.95000000001,0.2642,296.82,74.2,0,74.2
2019-07-21,EV002,urban,hot,263.0,71405.95000000001,0.2643,76.46,22.94,0,22.94
2019-07-28,EV002,highway,hot,1696.07,73102.02000000002,0.2646,493.7,123.42,0,123.42
2019-08-04,EV002,rural,hot,525.38,73627.40000000002,0.2647,152.99,45.9,0,45.9
2019-08-11,EV002,urban,hot,576.91,74204.31000000003,0.2648,168.07,50.42,0,50.42
2019-08-18,EV002,urban,hot,456.67,74660.98000000003,0.2649,133.09,15.97,0,15.97
2019-08-25,EV002,rural,hot,882.49,75543.47000000003,0.2651,257.35,77.2,0,77.2
2019-09-01,EV002,highway,mild,1638.09,77181.56000000003,0.2654,434.81,52.18,0,52.18
2019-09-08,EV002,rural,mild,785.01,77966.57000000002,0.2656,208.49,25.02,0,25.02
2019-09-15,EV002,urban,mild,588.72,78555.29000000002,0.2657,156.43,39.11,0,39.11
2019-09-22,EV002,rural,mild,1122.59,79677.88000000002,0.2659,298.54,35.82,0,35.82
2019-09-29,EV002,highway,mild,1477.95,81155.83000000002,0.2662,393.48,118.04,0,118.04
2019-10-06,EV002,urban,mild,625.0,81780.83000000002,0.2664,166.47,41.62,0,41.62
2019-10-13,EV002,rural,mild,650.37,82431.20000000001,0.2665,173.31,51.99,0,51.99
2019-10-20,EV002,highway,mild,1678.73,84109.93000000001,0.2668,447.92,53.75,0,53.75
2019-10-27,EV002,urban,mild,648.78,84758.71,0.267,173.19,43.3,0,43.3
2019-11-03,EV002,rural,mild,1088.21,85846.92000000001,0.2672,290.74,87.22,0,87.22
2019-11-10,EV002,highway,mild,1363.23,87210.15000000001,0.2674,364.58,91.14,0,91.14
2019-11-17,EV002,urban,mild,636.49,87846.64000000001,0.2676,170.31,20.44,0,20.44
2019-11-24,EV002,rural,mild,1119.96,88966.60000000002,0.2678,299.92,89.98,0,89.98
2019-12-01,EV002,rural,cold,697.68,89664.28000000001,0.2679,214.97,64.49,0,64.49
2019-12-08,EV002,urban,cold,613.57,90277.85000000002,0.2681,189.14,56.74,200,256.74
2019-12-15,EV002,rural,cold,1065.46,91343.31000000003,0.2683,328.7,98.61,0,98.61
2019-12-22,EV002,urban,cold,264.22,91607.53000000003,0.2683,81.53,24.46,0,24.46
2019-12-29,EV002,rural,cold,904.98,92512.51000000002,0.2685,279.44,33.53,0,33.53
2020-01-05,EV002,rural,cold,817.66,93330.17000000003,0.2687,252.63,63.16,0,63.16
2020-01-12,EV002,rural,cold,915.75,94245.92000000003,0.2688,283.13,33.98,0,33.98
2020-01-19,EV002,urban,cold,203.35,94449.27000000003,0.2689,62.88,15.72,0,15.72
2020-01-26,EV002,rural,cold,587.43,95036.70000000003,0.269,181.73,54.52,0,54.52
2020-02-02,EV002,urban,cold,455.71,95492.41000000003,0.2691,141.03,16.92,0,16.92
2020-02-09,EV002,urban,cold,589.97,96082.38000000003,0.2692,182.65,54.8,0,54.8
2020-02-16,EV002,rural,cold,551.09,96633.47000000003,0.2693,170.69,20.48,0,20.48
2020-02-23,EV002,highway,cold,865.27,97498.74000000003,0.2695,268.17,32.18,0,32.18
2020-03-01,EV002,highway,mild,1212.55,98711.29000000004,0.2697,327.08,98.12,0,98.12
2020-03-08,EV002,rural,mild,931.82,99643.11000000004,0.2699,251.52,75.46,0,75.46
2020-03-15,EV002,highway,mild,1280.15,100923.26000000004,0.2702,345.88,41.51,2500,2541.51
2020-03-22,EV002,urban,mild,458.28,101381.54000000004,0.2703,123.86,14.86,0,14.86
2020-03-29,EV002,rural,mild,727.59,102109.13000000003,0.2704,196.76,59.03,0,59.03
2020-04-05,EV002,highway,mild,1315.78,103424.91000000003,0.2707,356.16,106.85,0,106.85
2020-04-12,EV002,highway,mild,1286.23,104711.14000000003,0.2709,348.49,87.12,0,87.12
2020-04-19,EV002,highway,mild,1940.24,106651.38000000003,0.2713,526.45,131.61,0,131.61
2020-04-26,EV002,highway,mild,1712.16,108363.54000000004,0.2717,465.15,116.29,0,116.29
2020-05-03,EV002,rural,mild,659.04,109022.58000000003,0.2718,179.13,21.5,0,21.5
2020-05-10,EV002,urban,mild,285.7,109308.28000000003,0.2719,77.67,23.3,0,23.3
2020-05-17,EV002,urban,mild,257.36,109565.64000000003,0.2719,69.98,20.99,0,20.99
2020-05-24,EV002,rural,mild,684.59,110250.23000000003,0.2721,186.24,55.87,0,55.87
2020-05-31,EV002,highway,mild,1681.39,111931.62000000002,0.2724,457.99,114.5,0,114.5
2020-06-07,EV002,rural,hot,850.79,112782.41000000002,0.2726,255.08,76.52,0,76.52
2020-06-14,EV002,rural,hot,918.07,113700.48000000003,0.2727,275.43,68.86,0,68.86
2020-06-21,EV002,highway,hot,1496.07,115196.55000000003,0.273,449.33,112.33,0,112.33
2020-06-28,EV002,rural,hot,1134.14,116330.69000000003,0.2733,340.91,40.91,0,40.91
2020-07-05,EV002,highway,hot,1728.55,118059.24000000003,0.2736,520.25,130.06,0,130.06
2020-07-12,EV002,highway,hot,1776.58,119835.82000000004,0.274,535.4,133.85,0,133.85
2020-07-19,EV002,highway,hot,1046.38,120882.20000000004,0.2742,315.58,94.67,200,294.67
2020-07-26,EV002,highway,hot,911.05,121793.25000000004,0.2744,274.95,82.48,0,82.48
2020-08-02,EV002,urban,hot,690.9,122484.15000000004,0.2745,208.61,62.58,0,62.58
2020-08-09,EV002,rural,hot,677.78,123161.93000000004,0.2746,204.75,24.57,0,24.57
2020-08-16,EV002,urban,hot,214.06,123375.99000000003,0.2747,64.68,19.4,0,19.4
2020-08-23,EV002,rural,hot,1008.56,124384.55000000003,0.2749,304.95,76.24,0,76.24
2020-08-30,EV002,highway,hot,920.81,125305.36000000003,0.2751,278.61,69.65,0,69.65
2020-09-06,EV002,urban,mild,282.52,125587.88000000003,0.2751,77.73,19.43,0,19.43
2020-09-13,EV002,rural,mild,1141.37,126729.25000000003,0.2753,314.27,94.28,0,94.28
2020-09-20,EV002,rural,mild,901.07,127630.32000000004,0.2755,248.27,74.48,0,74.48
2020-09-27,EV002,highway,mild,1381.06,129011.38000000003,0.2758,380.9,114.27,0,114.27
2020-10-04,EV002,highway,mild,1769.37,130780.75000000003,0.2762,488.62,146.59,0,146.59
2020-10-11,EV002,urban,mild,531.17,131311.92000000004,0.2763,146.74,17.61,0,17.61
2020-10-18,EV002,urban,mild,443.99,131755.91000000003,0.2764,122.7,36.81,0,36.81
2020-10-25,EV002,urban,mild,597.57,132353.48000000004,0.2765,165.21,19.83,0,19.83
2020-11-01,EV002,highway,mild,1841.1,134194.58000000005,0.2768,509.69,61.16,0,61.16
2020-11-08,EV002,urban,mild,367.88,134562.46000000005,0.2769,101.87,12.22,0,12.22
2020-11-15,EV002,rural,mild,1013.97,135576.43000000005,0.2771,280.99,84.3,0,84.3
2020-11-22,EV002,highway,mild,1030.8,136607.23000000004,0.2773,285.86,85.76,0,85.76
2020-11-29,EV002,highway,mild,1650.04,138257.27000000005,0.2777,458.14,54.98,0,54.98
2020-12-06,EV002,urban,cold,648.58,138905.85000000003,0.2778,207.19,62.16,0,62.16
2020-12-13,EV002,urban,cold,296.05,139201.90000000002,0.2778,94.59,23.65,0,23.65
2020-12-20,EV002,highway,cold,1875.34,141077.24000000002,0.2782,600.01,150.0,0,150.0
2020-12-27,EV002,highway,cold,1407.53,142484.77000000002,0.2785,450.79,135.24,0,135.24
2021-01-03,EV002,rural,cold,999.33,143484.1,0.2787,320.29,80.07,0,80.07
2021-01-10,EV002,highway,cold,1716.78,145200.88,0.279,550.91,165.27,0,165.27
2021-01-17,EV002,highway,cold,1531.44,146732.32,0.2793,491.97,147.59,0,147.59
2021-01-24,EV002,highway,cold,968.45,147700.77000000002,0.2795,311.33,37.36,0,37.36
2021-01-31,EV002,rural,cold,807.9,148508.67,0.2797,259.87,64.97,0,64.97
2021-02-07,EV002,urban,cold,405.8,148914.47,0.2798,130.57,39.17,0,39.17
2021-02-14,EV002,highway,cold,912.62,149827.09,0.28,293.83,73.46,0,73.46
2021-02-21,EV002,urban,cold,548.9,150375.99,0.2801,176.79,21.21,700,721.21
2021-02-28,EV002,urban,cold,210.15,150586.13999999998,0.2801,67.7,20.31,700,720.31
2021-03-07,EV002,urban,mild,645.97,151232.11,0.2802,181.03,45.26,0,45.26
2021-03-14,EV002,rural,mild,714.73,151946.84,0.2804,200.4,60.12,0,60.12
2021-03-21,EV002,rural,mild,518.88,152465.72,0.2805,145.54,17.46,0,17.46
2021-03-28,EV002,urban,mild,536.82,153002.54,0.2806,150.63,18.08,0,18.08
2021-04-04,EV002,highway,mild,1892.99,154895.53,0.281,531.89,132.97,0,132.97
2021-04-11,EV002,highway,mild,955.3,155850.83,0.2812,268.6,80.58,0,80.58
2021-04-18,EV002,rural,mild,917.36,156768.18999999997,0.2814,258.1,64.53,0,64.53
2021-04-25,EV002,urban,mild,378.61,157146.79999999996,0.2814,106.55,26.64,0,26.64
2021-05-02,EV002,highway,mild,935.1,158081.89999999997,0.2816,263.34,79.0,0,79.0
2021-05-09,EV002,urban,mild,683.75,158765.64999999997,0.2818,192.65,23.12,0,23.12
2021-05-16,EV002,urban,mild,353.7,159119.34999999998,0.2818,99.68,24.92,0,24.92
2021-05-23,EV002,rural,mild,1065.17,160184.52,0.282,300.42,36.05,0,36.05
2021-05-30,EV002,highway,mild,896.19,161080.71,0.2822,252.92,30.35,0,30.35
2021-06-06,EV002,rural,hot,874.5,161955.21,0.2824,271.65,67.91,0,67.91
2021-06-13,EV002,urban,hot,441.21,162396.41999999998,0.2825,137.1,34.27,0,34.27
2021-06-20,EV002,rural,hot,821.39,163217.81,0.2826,255.38,63.84,0,63.84
2021-06-27,EV002,rural,hot,802.92,164020.73,0.2828,249.78,74.93,0,74.93
2021-07-04,EV002,highway,hot,1661.95,165682.68000000002,0.2831,517.61,129.4,0,129.4
2021-07-11,EV002,highway,hot,1513.92,167196.60000000003,0.2834,472.01,56.64,0,56.64
2021-07-18,EV002,rural,hot,810.69,168007.29000000004,0.2836,252.9,63.23,0,63.23
2021-07-25,EV002,highway,hot,1905.18,169912.47000000003,0.284,595.14,178.54,0,178.54
2021-08-01,EV002,urban,hot,259.57,170172.04000000004,0.284,81.1,9.73,0,9.73
2021-08-08,EV002,urban,hot,306.06,170478.10000000003,0.2841,95.65,11.48,0,11.48
2021-08-15,EV002,rural,hot,1100.18,171578.28000000003,0.2843,344.08,103.22,0,103.22
2021-08-22,EV002,highway,hot,1032.17,172610.45000000004,0.2845,323.04,38.76,0,38.76
2021-08-29,EV002,rural,hot,721.48,173331.93000000005,0.2847,225.92,56.48,0,56.48
2021-09-05,EV002,highway,mild,1597.4,174929.33000000005,0.285,455.24,136.57,0,136.57
2021-09-12,EV002,urban,mild,471.44,175400.77000000005,0.2851,134.4,33.6,0,33.6
2021-09-19,EV002,rural,mild,739.9,176140.67000000004,0.2852,211.04,52.76,0,52.76
2021-09-26,EV002,rural,mild,646.99,176787.66000000003,0.2854,184.62,22.15,0,22.15
2021-10-03,EV002,urban,mild,426.04,177213.70000000004,0.2854,121.61,14.59,0,14.59
2021-10-10,EV002,rural,mild,854.52,178068.22000000003,0.2856,244.06,61.02,0,61.02
2021-10-17,EV002,urban,mild,227.66,178295.88000000003,0.2857,65.03,19.51,0,19.51
2021-10-24,EV002,highway,mild,916.81,179212.69000000003,0.2858,262.06,65.52,0,65.52
2021-10-31,EV002,urban,mild,275.73,179488.42000000004,0.2859,78.83,23.65,0,23.65
2021-11-07,EV002,rural,mild,966.54,180454.96000000005,0.2861,276.52,82.96,200,282.96
2021-11-14,EV002,rural,mild,939.03,181393.99000000005,0.2863,268.82,67.2,0,67.2
2021-11-21,EV002,urban,mild,648.46,182042.45000000004,0.2864,185.72,22.29,0,22.29
2021-11-28,EV002,urban,mild,266.2,182308.65000000005,0.2865,76.26,9.15,0,9.15
2021-12-05,EV002,highway,cold,1090.39,183399.04000000007,0.2867,359.48,107.84,0,107.84
2021-12-12,EV002,rural,cold,731.73,184130.77000000008,0.2868,241.36,72.41,0,72.41
2021-12-19,EV002,rural,cold,1099.08,185229.85000000006,0.287,362.81,108.84,0,108.84
2021-12-26,EV002,rural,cold,736.67,185966.52000000008,0.2872,243.3,60.83,0,60.83
2022-01-02,EV002,urban,cold,663.59,186630.11000000007,0.2873,219.27,65.78,0,65.78
2022-01-09,EV002,rural,cold,640.92,187271.0300000001,0.2875,211.87,63.56,0,63.56
2022-01-16,EV002,rural,cold,1124.93,188395.96000000008,0.2877,372.16,44.66,0,44.66
2022-01-23,EV002,rural,cold,1162.67,189558.6300000001,0.2879,384.96,96.24,0,96.24
2022-01-30,EV002,rural,cold,1034.69,190593.3200000001,0.2881,342.83,41.14,0,41.14
2022-02-06,EV002,highway,cold,820.63,191413.9500000001,0.2883,272.06,68.02,0,68.02
2022-02-13,EV002,rural,cold,1082.94,192496.8900000001,0.2885,359.29,89.82,0,89.82
2022-02-20,EV002,highway,cold,1027.0,193523.8900000001,0.2887,340.97,102.29,0,102.29
2022-02-27,EV002,rural,cold,1005.02,194528.9100000001,0.2889,333.91,100.17,0,100.17
2022-03-06,EV002,highway,mild,1162.16,195691.0700000001,0.2891,336.02,84.0,0,84.0
2022-03-13,EV002,highway,mild,1143.38,196834.4500000001,0.2894,330.86,99.26,0,99.26
2022-03-20,EV002,rural,mild,1191.24,198025.6900000001,0.2896,344.99,86.25,0,86.25
2022-03-27,EV002,urban,mild,581.83,198607.52000000008,0.2897,168.57,20.23,0,20.23
2022-04-03,EV002,rural,mild,746.09,199353.61000000007,0.2899,216.27,54.07,0,54.07
2022-04-10,EV002,rural,mild,1179.65,200533.26000000007,0.2901,342.22,85.56,2500,2585.56
2022-04-17,EV002,urban,mild,661.48,201194.74000000008,0.2902,191.99,23.04,0,23.04
2022-04-24,EV002,urban,mild,251.57,201446.31000000008,0.2903,73.03,21.91,0,21.91
2022-05-01,EV002,rural,mild,564.92,202011.2300000001,0.2904,164.05,41.01,0,41.01
2022-05-08,EV002,urban,mild,606.24,202617.4700000001,0.2905,176.13,44.03,0,44.03
2022-05-15,EV002,urban,mild,361.28,202978.7500000001,0.2906,104.99,12.6,0,12.6
2022-05-22,EV002,rural,mild,704.91,203683.6600000001,0.2907,204.94,61.48,0,61.48
2022-05-29,EV002,urban,mild,624.29,204307.9500000001,0.2909,181.58,45.4,0,45.4
2022-06-05,EV002,urban,hot,242.53,204550.4800000001,0.2909,77.61,19.4,0,19.4
2022-06-12,EV002,rural,hot,682.54,205233.0200000001,0.291,218.52,65.56,0,65.56
2022-06-19,EV002,rural,hot,1082.9,206315.9200000001,0.2913,346.95,86.74,0,86.74
2022-06-26,EV002,urban,hot,438.92,206754.8400000001,0.2914,140.67,35.17,0,35.17
2022-07-03,EV002,rural,hot,845.05,207599.8900000001,0.2915,270.98,67.75,0,67.75
2022-07-10,EV002,urban,hot,331.68,207931.5700000001,0.2916,106.38,12.77,0,12.77
2022-07-17,EV002,urban,hot,678.85,208610.4200000001,0.2917,217.84,54.46,0,54.46
2022-07-24,EV002,rural,hot,600.91,209211.3300000001,0.2918,192.91,23.15,0,23.15
2022-07-31,EV002,urban,hot,486.07,209697.4000000001,0.2919,156.09,18.73,0,18.73
2022-08-07,EV002,urban,hot,376.03,210073.4300000001,0.292,120.79,30.2,200,230.2
2022-08-14,EV002,urban,hot,340.98,210414.41000000012,0.2921,109.55,13.15,200,213.15
2022-08-21,EV002,rural,hot,753.12,211167.53000000012,0.2922,242.1,60.52,0,60.52
2022-08-28,EV002,rural,hot,704.53,211872.0600000001,0.2924,226.59,56.65,0,56.65
2022-09-04,EV002,rural,mild,824.16,212696.22000000012,0.2925,241.1,28.93,0,28.93
2022-09-11,EV002,highway,mild,1187.24,213883.4600000001,0.2928,347.6,41.71,0,41.71
2022-09-18,EV002,rural,mild,1160.55,215044.0100000001,0.293,340.05,102.02,0,102.02
2022-09-25,EV002,urban,mild,283.04,215327.0500000001,0.2931,82.95,20.74,0,20.74
2022-10-02,EV002,rural,mild,777.22,216104.2700000001,0.2932,227.9,27.35,0,27.35
2022-10-09,EV002,highway,mild,1284.47,217388.7400000001,0.2935,376.96,113.09,0,113.09
